# number of core states 3 =  1 0;  2 0;  2 1;
6.51344e-05 6.615743462459999e-3
6.59537e-05 6.698882211449999e-3
6.67833e-05 6.783064768460000e-3
6.76233e-05 6.868304213680000e-3
6.51344e-05 6.954613790590001e-3
6.59537e-05 7.042006907949999e-3
6.67833e-05 7.130497141909999e-3
6.76233e-05 7.220098238009999e-3
6.84739e-05 7.310824113330000e-3
6.93352e-05 7.402688858579999e-3
7.02074e-05 7.495706740280000e-3
7.10905e-05 7.589892202890001e-3
6.84739e-05 7.685259871050000e-3
6.93352e-05 7.781824551810001e-3
7.02074e-05 7.879601236849999e-3
7.10905e-05 7.978605104769999e-3
7.19847e-05 8.078851523450002e-3
7.28901e-05 8.180356052320001e-3
7.3807e-05 8.283134444760002e-3
7.47354e-05 8.387202650499999e-3
7.19847e-05 8.492576818020002e-3
7.28901e-05 8.599273297040000e-3
7.3807e-05 8.707308640950000e-3
7.47354e-05 8.816699609390000e-3
7.56754e-05 8.927463170720001e-3
7.66273e-05 9.039616504660000e-3
7.75911e-05 9.153177004850001e-3
7.85671e-05 9.268162281490000e-3
7.56754e-05 9.384590164060000e-3
7.66273e-05 9.502478703940000e-3
7.75911e-05 9.621846177210001e-3
7.85671e-05 9.742711087380000e-3
7.95554e-05 9.865092168180000e-3
8.05561e-05 9.989008386449999e-3
8.15693e-05 1.011447894490000e-2
8.25953e-05 1.024152328520000e-2
7.95554e-05 1.037016109070000e-2
8.05561e-05 1.050041228950000e-2
8.15693e-05 1.063229705750000e-2
8.25953e-05 1.076583582130000e-2
8.36343e-05 1.090104926160000e-2
8.46862e-05 1.103795831570000e-2
8.57515e-05 1.117658418140000e-2
8.68301e-05 1.131694831980000e-2
8.36343e-05 1.145907245840000e-2
8.46862e-05 1.160297859450000e-2
8.57515e-05 1.174868899880000e-2
8.68301e-05 1.189622621840000e-2
8.79223e-05 1.204561308000000e-2
8.90282e-05 1.219687269390000e-2
9.0148e-05 1.235002845710000e-2
9.1282e-05 1.250510405680000e-2
8.79223e-05 1.266212347410000e-2
8.90282e-05 1.282111098740000e-2
9.0148e-05 1.298209117630000e-2
9.1282e-05 1.314508892490000e-2
9.24302e-05 1.331012942610000e-2
9.35928e-05 1.347723818460000e-2
9.477e-05 1.364644102150000e-2
9.59621e-05 1.381776407740000e-2
9.24302e-05 1.399123381690000e-2
9.35928e-05 1.416687703240000e-2
9.477e-05 1.434472084780000e-2
9.59621e-05 1.452479272280000e-2
9.71691e-05 1.470712045690000e-2
9.83914e-05 1.489173219390000e-2
9.9629e-05 1.507865642520000e-2
0.000100882 1.526792199500000e-2
9.71691e-05 1.545955810410000e-2
9.83914e-05 1.565359431400000e-2
9.9629e-05 1.585006055210000e-2
0.000100882 1.604898711500000e-2
0.000102151 1.625040467420000e-2
0.000103436 1.645434427950000e-2
0.000104737 1.666083736450000e-2
0.000106055 1.686991575070000e-2
0.000102151 1.708161165230000e-2
0.000103436 1.729595768110000e-2
0.000104737 1.751298685130000e-2
0.000106055 1.773273258420000e-2
0.000107389 1.795522871300000e-2
0.000108739 1.818050948830000e-2
0.000110107 1.840860958250000e-2
0.000111492 1.863956409560000e-2
0.000107389 1.887340855940000e-2
0.000108739 1.911017894370000e-2
0.000110107 1.934991166090000e-2
0.000111492 1.959264357170000e-2
0.000112894 1.983841199000000e-2
0.000114314 2.008725468900000e-2
0.000115752 2.033920990620000e-2
0.000117208 2.059431634950000e-2
0.000112894 2.085261320200000e-2
0.000114314 2.111414012850000e-2
0.000115752 2.137893728110000e-2
0.000117208 2.164704530460000e-2
0.000118683 2.191850534280000e-2
0.000120176 2.219335904460000e-2
0.000121687 2.247164856940000e-2
0.000123218 2.275341659390000e-2
0.000118683 2.303870631790000e-2
0.000120176 2.332756147060000e-2
0.000121687 2.362002631670000e-2
0.000123218 2.391614566340000e-2
0.000124768 2.421596486610000e-2
0.000126337 2.451952983540000e-2
0.000127926 2.482688704350000e-2
